,compound,flashpoint,pure substance,smiles,source
335,isopropylbutanoate,297.0,1,C(C)(C)OC(CCC)=O,carroll11
336,propylbutanoate,308.0,1,C(CC)OC(CCC)=O,carroll11
337,isobutylbutanoate,319.0,1,C(C(C)C)OC(CCC)=O,carroll11
338,butylbutanoate,322.0,1,C(CCC)OC(CCC)=O,carroll11
339,isopentylbutanoate,332.0,1,C(CC(C)C)OC(CCC)=O,carroll11
340,methylpentanoate,295.0,1,COC(CCCC)=O,carroll11
341,ethylpentanoate,308.0,1,C(C)OC(CCCC)=O,carroll11
342,methylhexanoate,314.0,1,COC(CCCCC)=O,carroll11
343,methylheptanoate,325.0,1,COC(CCCCCC)=O,carroll11
344,methyloctanoate,342.0,1,COC(CCCCCCC)=O,carroll11
345,methyl2-methylpropanoate,276.0,1,COC(C(C)C)=O,carroll11
346,ethyl2-methylpropanoate,286.0,1,C(C)OC(C(C)C)=O,carroll11
347,methylcyclopropanecarboxylate,291.0,1,COC(=O)C1CC1,carroll11
348,propyl2-methylpropanoate,303.0,1,C(CC)OC(C(C)C)=O,carroll11
349,isobutyl2-methylpropanoate,311.0,1,C(C(C)C)OC(C(C)C)=O,carroll11
350,methylcyclohexanecarboxylate,333.0,1,COC(=O)C1CCCCC1,carroll11
351,4-methyl-4-vinylbutyrolactone,348.0,1,CC1(CCC(=O)O1)C=C,carroll11
352,isopropylmethylether,226.0,1,C(C)(C)OC,carroll11
353,diethylether,233.0,1,C(C)OCC,carroll11
354,propyleneoxide,236.0,1,C1C(C)O1,carroll11
355,tert-butylmethylether,245.0,1,C(C)(C)(C)OC,carroll11
356,isobutylmethylether,244.0,1,C(C(C)C)OC,carroll11
357,2-methoxybutane,244.0,1,COC(C)CC,carroll11
358,ethylpropylether,248.0,1,C(C)OCCC,carroll11
359,tetrahydrofuran,252.0,1,O1CCCC1,carroll11
