compound,flashpoint,pure substance,smiles,source,is_silicon,is_metallic,is_tin
"Carbamothioic acid, dipropyl-, S-propyl ester (9CI)",391.95,1,CCCSC(=O)N(CCC)CCC,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, butyl ester",363.15,1,CCCCOC(=O)C=Cc1ccccc1,le15,0,0,0
"Acetic acid, mercapto-, 2-ethylhexyl ester",410.55,1,CCCCC(CC)COC(=O)CS,le15,0,0,0
"Benzoic acid, 2,5-dichloro-, methyl ester",386.35,1,COC(=O)c1cc(Cl)ccc1Cl,le15,0,0,0
"2-Quinolinecarboxylic acid, 4,8-dihydroxy- (9CI)",478.95,1,O=C(O)c1cc(O)c2cccc(O)c2n1,le15,0,0,0
"Carbamic acid, methyl-, m-(2-propynyloxy)phenyl ester",418.75,1,C#CCOc1cccc(OC(=O)NC)c1,le15,0,0,0
"Acetic acid, trichloro-, isopropyl ester (6CI,7CI,8CI)",336.25,1,CC(C)OC(=O)C(Cl)(Cl)Cl,le15,0,0,0
"Benzoic acid, 3-amino-2,5-dichloro-",452.65,1,Nc1cc(Cl)cc(C(=O)O)c1Cl,le15,0,0,0
"Benzoic acid, 2-amino-3,5-dichloro- (9CI)",435.25,1,Nc1c(Cl)cc(Cl)cc1C(=O)O,le15,0,0,0
"Tartaric acid, diethyl ester (8CI)",366.15,1,CCOC(=O)C(O)C(O)C(=O)OCC,le15,0,0,0
"Peroxydicarbonic acid, bis(1-methylethyl) ester",352.25,1,CC(C)OC(=O)OOC(=O)OC(C)C,le15,0,0,0
"Acetic acid, 2-(2-(2-methoxyethoxy)ethoxy)ethyl ester",378.95,1,COCCOCCOCCOC(C)=O,le15,0,0,0
"Acetic acid, (1,1-dimethyl-3-phenylpropyl) ester",383.85,1,CC(=O)OC(C)(C)CCc1ccccc1,le15,0,0,0
"Butanoic acid, 3-methyl-, 2-phenylethyl ester",381.15,1,CC(C)CC(=O)OCCc1ccccc1,le15,0,0,0
"2H-1,3,5-Thiadiazine-3(4H)-acetic acid, dihydro-5-methyl-6-thioxo-",445.85,1,CN1CN(CC(=O)O)CSC1=S,le15,0,0,0
"Benzoic acid, 3,6-dichloro-2-hydroxy-",412.45,1,O=C(O)c1c(Cl)ccc(Cl)c1O,le15,0,0,0
"Carbamic acid, methyl-, carvacryl ester",397.35,1,CNC(=O)Oc1cc(C(C)C)ccc1C,le15,0,0,0
"Carbamic acid, methyl-, o-sec-butylphenyl ester",397.85,1,CCC(C)c1ccccc1OC(=O)NC,le15,0,0,0
"Carbamic acid, N,N-dimethyl-, m-isopropylphenyl ester",395.55,1,CC(C)c1cccc(OC(=O)N(C)C)c1,le15,0,0,0
"Phosphorous acid, tris(1-methylethyl) ester",335.15,1,CC(C)OP(OC(C)C)OC(C)C,le15,0,0,0
"Benzoic acid, 2-hydroxy-, 3-methylbutyl ester",383.05,1,CC(C)CCOC(=O)c1ccccc1O,le15,0,0,0
"Butanoic acid, 2-bromo-3-methyl-, ethyl ester",345.65,1,CCOC(=O)C(Br)C(C)C,le15,0,0,0
"Pentanoic acid, 2-bromo-, ethyl ester",353.75,1,CCCC(Br)C(=O)OCC,le15,0,0,0
7-bromoheptanoic acid,396.75,1,O=C(O)CCCCCCBr,le15,0,0,0
"1,4-Benzenedicarboxylic acid, 2-amino-, dimethyl ester",445.75,1,COC(=O)c1ccc(C(=O)OC)c(N)c1,le15,0,0,0
"Carbamic acid, methyl-, o-isopropoxyphenyl ester",405.65,1,CNC(=O)Oc1ccccc1OC(C)C,le15,0,0,0
"benzene-1,2,4-tricarboxylic acid",546.764,1,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,le15,0,0,0
"Phosphoric acid, dibutyl ester",393.45,1,CCCCOP(=O)([O-])OCCCC,le15,0,0,0
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, dimethyl ester (9CI)",402.55,1,COC(=O)C1C2C=CC(C2)C1C(=O)OC,le15,0,0,0
"2-Propenoic acid, 3-(4-chlorophenyl)-, ethyl ester",425.05,1,CCOC(=O)C=Cc1ccc(Cl)cc1,le15,0,0,0
"Phthalic acid, 3-nitro- (8CI)",472.55,1,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,le15,0,0,0
"2,3,4,5,6-pentafluorobenzoic acid",360.05,1,O=C(O)c1c(F)c(F)c(F)c(F)c1F,le15,0,0,0
"Benzoic acid, 3,5-dinitro-",452.35,1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,le15,0,0,0
"Benzoic acid, 3,4-dinitro-",481.55,1,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,le15,0,0,0
"Benzoic acid, 2,4-dinitro-",460.45,1,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],le15,0,0,0
"Benzoic acid, 3,4,5-trihydroxy-, propyl ester",454.45,1,CCCOC(=O)c1cc(O)c(O)c(O)c1,le15,0,0,0
"2,4,5-trimethoxybenzoic acid",407.15,1,COc1cc(OC)c(C(=O)O)cc1OC,le15,0,0,0
"Benzeneacetic acid, alpha-phenyl-",413.55,1,O=C(O)C(c1ccccc1)c1ccccc1,le15,0,0,0
"(1,1'-Biphenyl)-4-acetic acid",559.75,1,O=C(O)Cc1ccc(-c2ccccc2)cc1,le15,0,0,0
"Benzoic acid, phenylmethyl ester",421.05,1,O=C(OCc1ccccc1)c1ccccc1,le15,0,0,0
"Phosphonodithioic acid, methyl-, S,S-dipropyl ester",402.95,1,CCCSP(C)(=O)SCCC,le15,0,0,0
"2-Propenoic acid, decyl ester",367.45,1,C=CC(=O)OCCCCCCCCCC,le15,0,0,0
"2-Propenoic acid, isodecyl ester",367.45,1,C=CC(=O)OCCCCCCCC(C)C,le15,0,0,0
"Carbamic acid, (3-chlorophenyl)-, 1-methylethyl ester (9CI)",378.85,1,CC(C)OC(=O)Nc1cccc(Cl)c1,le15,0,0,0
"Carbamic acid, o-chloro-alpha-ethylbenzyl ester",440.15,1,CCC(OC(N)=O)c1ccccc1Cl,le15,0,0,0
"Acetic acid, iodo-, ethyl ester",350.15,1,CCOC(=O)CI,le15,0,0,0
"2,2,3,3,4,4,4-heptafluorobutanoic acid",291.15,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,le15,0,0,0
"Isothiocyanic acid, p-bromophenyl ester",396.35,1,S=C=Nc1ccc(Br)cc1,le15,0,0,0
"Carbonic acid, diphenyl ester",392.55,1,O=C(Oc1ccccc1)Oc1ccccc1,le15,0,0,0
"Benzoic acid, 2-hydroxy-, phenyl ester",410.45,1,O=C(Oc1ccccc1)c1ccccc1O,le15,0,0,0
2-phenoxybenzoic acid,405.15,1,O=C(O)c1ccccc1Oc1ccccc1,le15,0,0,0
"Phosphorodithioic acid, O,O,S-triethyl ester",374.65,1,CCOP(=S)(OCC)SCC,le15,0,0,0
"Phosphorotrithious acid, triethyl ester",399.65,1,CCSP(SCC)SCC,le15,0,0,0
"Octanoic acid, 3-methylbutyl ester",377.85,1,CCCCCCCC(=O)OCCC(C)C,le15,0,0,0
"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-",422.95,1,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,le15,0,0,0
"Butanoic acid, 4-(diethylamino)-4-oxo-, propyl ester (9CI)",415.95,1,CCCOC(=O)CCC(=O)N(CC)CC,le15,0,0,0
"Cyclohexanecarbamic acid, N-ethylthio-, S-ethyl ester",410.25,1,CCSC(=O)N(CC)C1CCCCC1,le15,0,0,0
"Benzoic acid, 2-chloro-5-nitro-, methyl ester",418.45,1,COC(=O)c1cc([N+](=O)[O-])ccc1Cl,le15,0,0,0
"2,6-Naphthalenedicarboxylic acid",505.55,1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,le15,0,0,0
"Acetic acid, naphthyloxy-, methyl ester",413.85,1,COC(=O)COc1cccc2ccccc12,le15,0,0,0
"Propanedioic acid, (ethoxymethylene)-, diethyl ester",380.75,1,CCOC=C(C(=O)OCC)C(=O)OCC,le15,0,0,0
"Phosphorothioic acid, O,O-dimethyl S-(2-(methylthio)ethyl) ester",390.45,1,COP(=O)(OC)SCCSC,le15,0,0,0
"Propanedioic acid, butyl-, diethyl ester",366.15,1,CCCCC(C(=O)OCC)C(=O)OCC,le15,0,0,0
"Heptanedioic acid, diethyl ester",390.55,1,CCOC(=O)CCCCCC(=O)OCC,le15,0,0,0
"Acetic acid, (4-chloro-2-hydroxymethylphenoxy)-",463.65,1,O=C(O)COc1ccc(Cl)cc1CO,le15,0,0,0
"Arsonic acid, (4-aminophenyl)-",546.55,1,Nc1ccc([As](=O)(O)O)cc1,le15,0,1,0
"Propanedioic acid, (acetylamino)-, diethyl ester",418.35,1,CCOC(=O)C(NC(C)=O)C(=O)OCC,le15,0,0,0
"Carbamothioic acid, bis(2-methylpropyl)-, S-ethyl ester",396.45,1,CCSC(=O)N(CC(C)C)CC(C)C,le15,0,0,0
"Phosphoric acid, triallyl ester (8CI)",393.25,1,C=CCOP(=O)(OCC=C)OCC=C,le15,0,0,0
"Phosphonodithioic acid, methyl-, O-methyl S-phenyl ester",403.35,1,COP(C)(=S)Sc1ccccc1,le15,0,0,0
"Butanoic acid, 3-methyl-, 3-phenyl-2-propenyl ester",401.45,1,CC(C)CC(=O)OCC=Cc1ccccc1,le15,0,0,0
"Carbamic acid, cyclopropyl(phenylmethyl)-, ethyl ester",422.95,1,CCOC(=O)N(Cc1ccccc1)C1CC1,le15,0,0,0
"Benzoic acid, 2-amino-, cyclohexyl ester",465.45,1,Nc1ccccc1C(=O)OC1CCCCC1,le15,0,0,0
"Carbanilic acid, 3,4-dichloro-, methyl ester",379.55,1,COC(=O)Nc1ccc(Cl)c(Cl)c1,le15,0,0,0
"Propanoic acid, 2,2-dimethyl-, 2-oxo-2-phenylethyl ester (9CI)",404.65,1,CC(C)(C)C(=O)OCC(=O)c1ccccc1,le15,0,0,0
"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester",287.85,1,COP(=O)(OC)OC=C(Cl)Cl,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-",435.95,1,O=C(O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Benzoic acid, 3,6-dichloro-2-methoxy-",424.15,1,COc1c(Cl)ccc(Cl)c1C(=O)O,le15,0,0,0
"Carbamic acid, methyl-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester",416.45,1,CNC(=O)Oc1cccc2c1OC(C)(C)C2,le15,0,0,0
"Carbamic acid, dimethyl-, benzo(b)thien-4-yl ester",434.55,1,CN(C)C(=O)Oc1cccc2sccc12,le15,0,0,0
"2-Furanacrylic acid, alpha-cyano-5-nitro-, methyl ester",451.75,1,COC(=O)C(C#N)=Cc1ccc([N+](=O)[O-])o1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, diethyl ester",428.95,1,CCOC(=O)c1ccccc1C(=O)OCC,le15,0,0,0
"Hexanedioic acid, di-2-propynyl ester (9CI)",419.75,1,C#CCOC(=O)CCCCC(=O)OCC#C,le15,0,0,0
"Butyric acid, 4,4,4-trinitro- (8CI)",429.55,1,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],le15,0,0,0
2-Bromooctanoic acid,397.15,1,CCCCCCC(Br)C(=O)O,le15,0,0,0
"Hexanoic acid, 2-bromo-, ethyl ester",364.55,1,CCCCC(Br)C(=O)OCC,le15,0,0,0
"Carbamic acid, (3-chlorophenyl)-, 1-methyl-2-propynyl ester (9CI)",390.25,1,C#CC(C)OC(=O)Nc1cccc(Cl)c1,le15,0,0,0
"Carbamodithioic acid, diethyl-, 2-chloro-2-propenyl ester (9CI)",386.75,1,C=C(Cl)CSC(=S)N(CC)CC,le15,0,0,0
"2-Butenoic acid, 3-((dimethoxyphosphinyl)oxy)-, methyl ester, (E)-",388.25,1,COC(=O)/C=C(\C)OP(=O)(OC)OC,le15,0,0,0
"Benzenebutanoic acid, alpha,2-diamino-3-hydroxy-gamma-oxo- (9CI)",541.05,1,Nc1c(O)cccc1C(=O)CC(N)C(=O)O,le15,0,0,0
"Phosphoric acid, tripropyl ester",394.45,1,CCCOP(=O)(OCCC)OCCC,le15,0,0,0
"Benzoic acid, 2-((phenylmethylene)amino)- (9CI)",493.65,1,O=C(O)c1ccccc1N=Cc1ccccc1,le15,0,0,0
"Benzoic acid, 2,3,6-trichloro-",423.25,1,O=C(O)c1c(Cl)ccc(Cl)c1Cl,le15,0,0,0
"Benzoic acid, 2-phenylethyl ester",433.85,1,O=C(OCCc1ccccc1)c1ccccc1,le15,0,0,0
"Acetic acid, phenyl-, p-tolyl ester (6CI,7CI,8CI)",395.45,1,Cc1ccc(OC(=O)Cc2ccccc2)cc1,le15,0,0,0
"Benzeneacetic acid, phenylmethyl ester",528.45,1,O=C(Cc1ccccc1)OCc1ccccc1,le15,0,0,0
"Phosphorothioic acid, S-tert-butyl O,O-diethyl ester",383.35,1,CCOP(=O)(OCC)SC(C)(C)C,le15,0,0,0
"2-Propenoic acid, 2-methyl-, decyl ester",387.85,1,C=C(C)C(=O)OCCCCCCCCCC,le15,0,0,0
"Benzoic acid, 2-hydroxy-3,5-dinitro-",446.95,1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,le15,0,0,0
"Benzeneacetic acid, alpha-hydroxy-alpha-phenyl-",488.45,1,O=C(O)C(O)(c1ccccc1)c1ccccc1,le15,0,0,0
"Benzoic acid, 2-hydroxy-, phenylmethyl ester",410.15,1,O=C(OCc1ccccc1)c1ccccc1O,le15,0,0,0
"p-Toluenesulfonic acid, isobutyl ester",425.95,1,Cc1ccc(S(=O)(=O)OCC(C)C)cc1,le15,0,0,0
"Phosphorodithioic acid, O-methyl S,S-dipropyl ester",404.45,1,CCCSP(=O)(OC)SCCC,le15,0,0,0
"Lauric acid, ethyl ester (8CI)",391.75,1,CCCCCCCCCCCC(=O)OCC,le15,0,0,0
"Phosphonotrithioic acid, methyl-, dipropyl ester",409.45,1,CCCSP(C)(=S)SCCC,le15,0,0,0
"Octanoic acid, hexyl ester",393.15,1,CCCCCCCC(=O)OCCCCCC,le15,0,0,0
"Butanoic acid, 4-(4-chloro-2-methylphenoxy)- (9CI)",464.65,1,Cc1cc(Cl)ccc1OCCCC(=O)O,le15,0,0,0
"Acetic acid, bromo-, phenylmethyl ester",389.65,1,O=C(CBr)OCc1ccccc1,le15,0,0,0
"Benzoic acid, p-bromo-, ethyl ester (8CI)",386.15,1,CCOC(=O)c1ccc(Br)cc1,le15,0,0,0
"Salicylic acid, 4-amino-, phenyl ester (8CI)",472.75,1,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,le15,0,0,0
"4-Biphenylacetic acid, 2'-fluoro-",457.85,1,O=C(O)Cc1ccc(-c2ccccc2F)cc1,le15,0,0,0
"Phosphorodithioic acid, S-hydroxymethyl O,O-dimethyl ester, acetate",383.05,1,CC(=O)O.COP(=S)(OC)SCO,le15,0,0,0
"Phosphonothioic acid, ethyl-, O-ethyl S-phenyl ester",416.65,1,CCOP(=O)(CC)Sc1ccccc1,le15,0,0,0
"1H-Pyrido(3,4-b)indole-3-carboxylic acid, 2,3,4,9-tetrahydro-1-methyl-",522.05,1,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,le15,0,0,0
"Heptanedioic acid, 4-oxo-, diethyl ester",410.55,1,CCOC(=O)CCC(=O)CCC(=O)OCC,le15,0,0,0
"Butanedioic acid, dibutyl ester",417.15,1,CCCCOC(=O)CCC(=O)OCCCC,le15,0,0,0
Dodecanedioic acid,493.15,1,O=C(O)CCCCCCCCCCC(=O)O,le15,0,0,0
"Sebacic acid, dimethyl ester (8CI)",418.15,1,COC(=O)CCCCCCCCC(=O)OC,le15,0,0,0
"Decanedioic acid, dihydrazide",538.55,1,NNC(=O)CCCCCCCCC(=O)NN,le15,0,0,0
"Phosphorotrithioic acid, O,S,S-triethyl ester",400.85,1,CCOP(=S)(SCC)SCC,le15,0,0,0
"3-Isoxazolecarboxylic acid, 5-methyl-, 2-(phenylmethyl)hydrazide",465.55,1,Cc1cc(C(=O)NNCc2ccccc2)no1,le15,0,0,0
"Phosphonodithioic acid, ethyl-, O-methyl S-phenyl ester",413.05,1,CCP(=S)(OC)Sc1ccccc1,le15,0,0,0
"Phosphorodithioic acid, O,O-dimethyl S-2-(methylthio)ethyl ester",397.05,1,COP(=S)(OC)SCCSC,le15,0,0,0
"Phosphonic acid, ethenyl-, bis(2-chloroethyl) ester",438.65,1,C=CP(=O)(OCCCl)OCCCl,le15,0,0,0
"2-Piperidineacetic acid, alpha-phenyl-, methyl ester",425.15,1,COC(=O)C(c1ccccc1)C1CCCCN1,le15,0,0,0
"Carbamic acid, N-methyl-, 3,4-dichlorobenzyl ester",439.35,1,CNC(=O)OCc1ccc(Cl)c(Cl)c1,le15,0,0,0
"1,2,3,4-Butanetetracarboxylic acid",415.85,1,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,le15,0,0,0
"Tartaric acid, diisopropyl ester",382.55,1,CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,le15,0,0,0
"Benzeneacetic acid, alpha-cyclohexyl-alpha-hydroxy- (9CI)",488.25,1,O=C(O)C(O)(c1ccccc1)C1CCCCC1,le15,0,0,0
"2-Propenoic acid, 3-(trimethoxysilyl)propyl ester",355.45,1,C=CC(=O)OCCC[Si](OC)(OC)OC,le15,1,1,0
"Propanoic acid, 2-(2,4-dichlorophenoxy)-",437.65,1,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-, methyl ester",397.25,1,COC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Carbamic acid, methyl-, 3,5-diisopropylphenyl ester",406.95,1,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,le15,0,0,0
"Benzoic acid, 2,5-dichloro-3-nitro-",448.65,1,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,le15,0,0,0
"Benzoic acid, 4-amino-, 2-(diethylamino)ethyl ester",452.95,1,CCN(CC)CCOC(=O)c1ccc(N)cc1,le15,0,0,0
"Benzoic acid, 4-(acetylamino)-2-ethoxy-, methyl ester",484.65,1,CCOc1cc(NC(C)=O)ccc1C(=O)OC,le15,0,0,0
"Carbamic acid, methyl-, o-(4-methyl-1,3-dioxolan-2-yl)phenyl ester",424.75,1,CNC(=O)Oc1ccccc1C1OCC(C)O1,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, phenylmethyl ester",498.85,1,O=C(C=Cc1ccccc1)OCc1ccccc1,le15,0,0,0
"1,4-Benzenedicarboxylic acid, 2-nitro-, dimethyl ester",433.35,1,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1,le15,0,0,0
"Hydrocinnamic acid, alpha-amino-3-carboxy-4-methoxy-, DL-",508.65,1,COc1ccc(CC(N)C(=O)O)cc1C(=O)O,le15,0,0,0
"Carbamic acid, methyl-, o-(1,3-oxathiolan-2-yl)phenyl ester",449.25,1,CNC(=O)Oc1ccccc1C1OCCS1,le15,0,0,0
"Acetic acid, (2,3,6-trichlorophenyl)-",440.75,1,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,le15,0,0,0
"Acetic acid, dichloro-, anhydride",363.75,1,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,le15,0,0,0
"Benzoic acid, o-benzoyl-, methyl ester (8CI)",427.55,1,COC(=O)c1ccccc1C(=O)c1ccccc1,le15,0,0,0
"Benzoic acid, 6-benzoyl-3-methyl- (9CI)",517.55,1,Cc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,le15,0,0,0
"Phosphoric acid, diethyl 1-methyl-2-(methylthio)ethenyl ester (9CI)",389.55,1,CCOP(=O)(OCC)OC(C)=CSC,le15,0,0,0
"Benzeneacetic acid, 2-phenylethyl ester",418.95,1,O=C(Cc1ccccc1)OCCc1ccccc1,le15,0,0,0
"Acetic acid, phenyl-, 2-benzylhydrazide",416.75,1,O=C(Cc1ccccc1)NNCc1ccccc1,le15,0,0,0
"10-Undecenoic acid, butyl ester",401.15,1,C=CCCCCCCCCC(=O)OCCCC,le15,0,0,0
"Benzoic acid, 2-((phenylamino)carbonyl)-",443.85,1,O=C(O)c1ccccc1C(=O)Nc1ccccc1,le15,0,0,0
"Benzoic acid, (4-(hydroxyimino)-2,5-cyclohexadien-1-ylidene)hydrazide",451.05,1,O=C(NN=C1C=CC(=NO)C=C1)c1ccccc1,le15,0,0,0
"Benzoic acid, 2-((2,3-dimethylphenyl)amino)-",468.15,1,Cc1cccc(Nc2ccccc2C(=O)O)c1C,le15,0,0,0
"Benzoic acid, 2-amino-, 2-phenylethyl ester",509.25,1,Nc1ccccc1C(=O)OCCc1ccccc1,le15,0,0,0
"Carbamic acid, methyl-, 4-(methylsulfinyl)-3,5-xylyl ester",468.25,1,CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,le15,0,0,0
"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-",481.25,1,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,le15,0,0,0
"Phosphoramidic acid, diethyl-, 2-chloroethenyl ethyl ester",382.15,1,CCOP(=O)(OC=CCl)N(CC)CC,le15,0,0,0
"2-Propenoic acid, 2-cyano-3-(2,4-dichlorophenyl)- (9CI)",474.15,1,N#CC(=Cc1ccc(Cl)cc1Cl)C(=O)O,le15,0,0,0
"3-Pyridinecarboxylic acid, 2-((2,6-dimethylphenyl)amino)- (9CI)",465.25,1,Cc1cccc(C)c1Nc1ncccc1C(=O)O,le15,0,0,0
pentadecanoic acid,422.75,1,CCCCCCCCCCCCCCC(=O)O,le15,0,0,0
"Acetic acid, (4-chlorophenoxy)-, 2-(1-methylethyl)hydrazide (9CI)",430.45,1,CC(C)NNC(=O)COc1ccc(Cl)cc1,le15,0,0,0
"3(2H)-Benzothiazoleacetic acid, 4-chloro-2-oxo-",510.25,1,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl S-(ethylthio)methyl ester",399.15,1,CCOP(=O)(OCC)SCSCC,le15,0,0,0
"3-Cyclohexene-1-carboxylic acid, 5-ethyl-6-methyl-4-phenyl-",456.45,1,CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,le15,0,0,0
"Phosphorotrithioic acid, O-methyl S,S-dipropyl ester",411.05,1,CCCSP(=S)(OC)SCCC,le15,0,0,0
"Benzenesulfonic acid, 4-((methoxycarbonyl)amino)-, hydrazide (9CI)",549.35,1,COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,le15,0,0,0
"Pentanoic acid, 2,2,3,3,4,4,5,5-octafluoro-",323.05,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,le15,0,0,0
"1,2-Benzenedicarboxylic acid, di-2-propenyl ester",439.15,1,C=CCOC(=O)c1ccccc1C(=O)OCC=C,le15,0,0,0
"Phosphorothioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",455.35,1,CCS(=O)CCSP(=O)(OC)OC,le15,0,0,0
"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester",422.65,1,CCOP(=S)(CC)Sc1ccccc1,le15,0,0,0
"Phosphonodithioic acid, methyl-, O-phenyl S-propyl ester",422.65,1,CCCSP(C)(=S)Oc1ccccc1,le15,0,0,0
"4-chloro-3,5-dinitrobenzoic acid",482.55,1,O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,le15,0,0,0
"Phosphoric acid, dimethyl-4-nitrophenyl ester (9CI)",417.45,1,Cc1c(OP(=O)([O-])[O-])ccc([N+](=O)[O-])c1C,le15,0,0,0
"4-Piperidinecarboxylic acid, 1-methyl-4-phenyl-, ethyl ester",384.75,1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,le15,0,0,0
"Phosphonic acid, methyl-, diphenyl ester",383.15,1,CP(=O)(Oc1ccccc1)Oc1ccccc1,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl O-pyrazinyl ester",412.65,1,CCOP(=S)(OCC)Oc1cnccn1,le15,0,0,0
"2-Propenoic acid, 2-methyl-, 3-(trimethoxysilyl)propyl ester",365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15,1,1,0
"Carbamic acid, methyl-, o-(4,7-dihydro-1,3-dioxepin-2-yl)phenyl ester",442.75,1,CNC(=O)Oc1ccccc1C1OCC=CCO1,le15,0,0,0
"Carbamic acid, acetylmethyl-, 3-(1,1-dimethylethyl)phenyl ester",434.25,1,CC(=O)CNC(=O)Oc1cccc(C(C)(C)C)c1,le15,0,0,0
"Isocyanic acid, methylenedi-p-phenylene ester",427.15,1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,le15,0,0,0
"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethoxyethyl ester",437.95,1,CCOCCOC(=O)C=Cc1ccc(OC)cc1,le15,0,0,0
"Propanedioic acid, (phenylmethyl)-, diethyl ester",427.85,1,CCOC(=O)C(Cc1ccccc1)C(=O)OCC,le15,0,0,0
"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",447.15,1,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,le15,0,0,0
"Benzoic acid, p-(octyloxy)- (8CI)",406.25,1,CCCCCCCCOc1ccc(C(=O)O)cc1,le15,0,0,0
"2,5-Pyridinedicarboxylic acid, dipropyl ester",444.45,1,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,le15,0,0,0
"3,5-Pyridinedicarboxylic acid, diisopropyl ester",421.15,1,CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, 2-phenylethyl ester",527.35,1,O=C(C=Cc1ccccc1)OCCc1ccccc1,le15,0,0,0
"Phosphorothioic acid, S-(4-chlorophenyl) O,O-dimethyl ester",418.65,1,COP(=O)(OC)Sc1ccc(Cl)cc1,le15,0,0,0
"Butanoic acid, 4-(1-piperidinyl)cyclohexyl ester (9CI)",379.85,1,CCCC(=O)OC1CCC(N2CCCCC2)CC1,le15,0,0,0
"Propanoic acid, 2-methyl-, 4-(1-piperidinyl)cyclohexyl ester (9CI)",377.25,1,CC(C)C(=O)OC1CCC(N2CCCCC2)CC1,le15,0,0,0
"Phosphoric acid, diethyl 3-(ethylthio)-1-propenyl ester (9CI)",558.65,1,CCOP(=O)(OC=CCSCC)OCC,le15,0,0,0
"2-Propenoic acid, tridecyl ester",391.15,1,C=CC(=O)OCCCCCCCCCCCCC,le15,0,0,0
"Benzoic acid, 2-(((3-methylphenyl)amino)carbonyl)-",451.35,1,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,le15,0,0,0
"Acetic acid, (2,4,5-trichlorophenoxy)-",454.55,1,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Benzoic acid, 2,3,5-trichloro-6-methoxy- (9CI)",440.65,1,COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,le15,0,0,0
"Carbamic acid, acetylmethyl-, 2-chloro-4,5-dimethylphenyl ester",453.85,1,CC(=O)CNC(=O)Oc1cc(C)c(C)cc1Cl,le15,0,0,0
"Acetic acid, ((diethoxyphosphinothioyl)oxy)-, ethyl ester (9CI)",395.85,1,CCOC(=O)COP(=S)(OCC)OCC,le15,0,0,0
"Benzeneacetic acid, (4-methoxyphenyl)methyl ester",430.35,1,COc1ccc(COC(=O)Cc2ccccc2)cc1,le15,0,0,0
"Myristic acid, ethyl ester (8CI)",386.15,1,CCCCCCCCCCCCCC(=O)OCC,le15,0,0,0
