compound,flashpoint,pure substance,smiles,source
MethylTriacetoxySilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,le15
AminoethylAminopropylTrimethoxySilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,le15
TetramethylDiethoxySiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,le15
HexamethylCycloTrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,le15
HeptamethylTrisiloxane,296.15,1,C[SiH](C)O[Si](C)(C)O[Si](C)(C)C,le15
BenzylTrichloroSilane,360.15,1,Cl[Si](Cl)(Cl)Cc1ccccc1,le15
VinylTriacetoxySilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,le15
OctamethylTrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
PhenethylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15
PhenylTriethoxySilane,369.15,1,CCO[Si](OCC)(OCC)c1ccccc1,le15
3chloropropylTriethoxySilane,335.15,1,CCO[Si](CCCCl)(OCC)OCC,le15
2bromoethyltrichlorosilane,313.15,1,Cl[Si](Cl)(Cl)CCBr,le15
3bromopropylTrimethoxySilane,355.15,1,CO[Si](CCCBr)(OC)OC,le15
HexaethylDisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,le15
3methacryloxyPropylTrimethoxySilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15
3bromopropyltrichlorosilane,361.15,1,Cl[Si](Cl)(Cl)CCCBr,le15
TrisTrimethylSiloxyMethylSilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,le15
OctamethylCyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,le15
OctamethylCyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
PropylTrisdimethylsiloxySilane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
DecamethylTetraSiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
"1,2dibromoethyltrichlorosilane",338.15,1,Cl[Si](Cl)(Cl)C(Br)CBr,le15
TetrakisDimethylsiloxySilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
1chlorononamethylTetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,le15
DecamethylCyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
DodecamethylPentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
DodecamethylCyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,wang11
Vinyltrichlorosilane,294.15,1,C=C[Si](Cl)(Cl)Cl,wang11
Dichloromethylmethyldichlorosilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,wang11
Ethyltrichlorosilane,263.15,1,CC[Si](Cl)(Cl)Cl,wang11
Dimethylchlorosilane,245.15,1,C[SiH](C)Cl,wang11
Ethylsilane,213.15,1,CC[SiH3],wang11
"1,1,1-Trifluoropropyltrichlorosilane",288.15,1,CC(C(F)(F)F)[Si](Cl)(Cl)Cl,wang11
Allyltrichlorosilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,wang11
Methylvinyldichlorosilane,272.15,1,CC=C[SiH](Cl)Cl,wang11
3-Chloropropyltrichlorosilane,357.15,1,ClCCC[Si](Cl)(Cl)Cl,wang11
n-Propyltrichlorosilane,310.15,1,CCC[Si](Cl)(Cl)Cl,wang11
Chloromethyldimethylchlorosilane,295.15,1,C[Si](C)(Cl)CCl,wang11
Trimethylbromosilane,270.15,1,C[Si](C)(C)Br,wang11
Trimethylchlorosilane,255.15,1,C[Si](C)(C)Cl,wang11
Trimethylfluorosilane,238.15,1,C[Si](C)(C)F,wang11
Trimethoxysilane,264.15,1,CO[SiH](OC)OC,wang11
Cyanoethylmethyldichlorosilane,333.15,1,C[Si](Cl)(Cl)CCC#N,wang11
Allylmethyldichlorosilane,300.15,1,C=CCC[SiH](Cl)Cl,wang11
3-Chloropropylmethyldichlorosilane,359.15,1,C[Si](Cl)(Cl)CCCCl,wang11
 t-Butyltrichlorosilane,294.15,1,CC(C)(C)[Si](Cl)(Cl)Cl,wang11
 Isobutyltrichlorosilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,wang11
 n-Butyltrichlorosilane,327.15,1,CCCC[Si](Cl)(Cl)Cl,wang11
 Trimethylsilylisothiocyanate,308.15,1,C[Si](C)(C)N=C=S,wang11
 n-Propylmethyldichlorosilane,300.15,1,CCC[Si](C)(Cl)Cl,wang11
 Bromomethyltrimethylsilane,289.15,1,C[Si](C)(C)CBr,wang11
 Ethyldimethylchlorosilane,269.15,1,CC[Si](C)(C)Cl,wang11
 Methoxytrimethylsilane,243.15,1,CO[Si](C)(C)C,wang11
 Dimethyldimethoxysilane,265.15,1,CO[Si](C)(C)OC,wang11
 Methyltrimethoxysilane,284.15,1,CO[Si](C)(OC)OC,wang11
 Tetramethoxysilane,294.15,1,CO[Si](OC)(OC)OC,wang11
 Tetramethylsilane,245.15,1,C[Si](C)(C)C,wang11
 Diethylsilane,253.15,1,CC[SiH2]CC,wang11
" (N,N-Dimethylamino)dimethylsilane",260.15,1,CN(C)[SiH](C)C,wang11
 Tetraisocyanatosilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,wang11
 Cyclopentyltrichlorosilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,wang11
 Trimethylsilyltrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,wang11
 Cyclopentyldichlorosilane,316.15,1,Cl[SiH](Cl)C1CCCC1,wang11
3-Chloro-2-methylpropylmethyldichlorosilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,wang11
 Methylvinyldimethoxysilane,277.15,1,CC=C[SiH](OC)OC,wang11
 Vinyltrimethoxysilane,296.15,1,C=C[Si](OC)(OC)OC,wang11
 Trimethylvinylsilane,239.15,1,CC(C)=C(C)[SiH3],wang11
 Diethylmethylchlorosilane,288.15,1,CC[Si](C)(Cl)CC,wang11
 Chloromethyldimethylethoxysilane,299.15,1,CCO[Si](C)(C)CCl,wang11
 Ethoxytrimethylsilane,246.15,1,CCO[Si](C)(C)C,wang11
 Ethyltrimethoxysilane,300.15,1,CC[Si](OC)(OC)OC,wang11
" (N,N-Dimethylamino)trimethylsilane",254.15,1,CN(C)[Si](C)(C)C,wang11
 Pentamethyldisiloxane,254.15,1,C[SiH](C)O[Si](C)(C)C,wang11
Phenyldichlorosilane,333.15,1,Cl[SiH](Cl)c1ccccc1,wang11
Phenylsilane,281.15,1,[SiH3]c1ccccc1,wang11
1-Hexenyltrichlorosilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,wang11
Cyclohexyltrichlorosilane,358.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,wang11
Bis(chloromethyl)tetramethyldisiloxane,346.15,1,C[Si](C)(C)O[Si](C)(CCl)CCl,wang11
Propargyloxytrimethylsilane,300.15,1,C#CCO[Si](C)(C)C,wang11
Divinyldimethylsilane,281.15,1,C=C[Si](C)(C)C=C,wang11
n-Hexyltrichlorosilane,358.15,1,CCCCCC[Si](Cl)(Cl)Cl,wang11
Hexyldichlorosilane,337.15,1,CCCCCC[SiH](Cl)Cl,wang11
"1,1-Dimethyl-1-sila-2-oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,wang11
Acetoxymethyltrimethylsilane,293.15,1,CC(=O)OC[Si](C)(C)C,wang11
Allyltrimethylsilane,280.15,1,C=CC[Si](C)(C)C,wang11
Triethylchlorosilane,303.15,1,CC[Si](Cl)(CC)CC,wang11
t-Butyldimethylchlorosilane,295.15,1,CC(C)(C)[Si](C)(C)Cl,wang11
3-Chloropropylmethyldimethoxysilane,318.15,1,CO[Si](C)(CCCCl)OC,wang11
Trimethyl-n-propoxysilane,283.15,1,CCCO[Si](C)(C)C,wang11
t-Butyldimethylsilanol,318.15,1,CC(C)(C)[Si](C)(C)O,wang11
Dimethyldiethoxysilane,284.15,1,CCO[Si](C)(C)OCC,wang11
Triethylsilane,270.15,1,CC[SiH](CC)CC,wang11
Hexylsilane,285.15,1,CCCCCC[SiH3],wang11
t-Butyldimethylsilane,251.15,1,C[SiH](C)C(C)(C)C,wang11
Bis(dimethylamino)dimethylsilane,266.15,1,CN(C)[Si](C)(C)N(C)C,wang11
Hexamethylcyclotrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,wang11
Hexamethyldisilthiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,wang11
Hexamethyldisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,wang11
Tris(dimethylamino)silane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,wang11
Hexamethyltrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,wang11
Phenylmethyldichlorosilane,340.15,1,Cl[SiH](Cl)Cc1ccccc1,wang11
Phenylmethylchlorosilane,355.15,1,Cl[SiH2]Cc1ccccc1,wang11
Methyltriacetoxysilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,wang11
Trivinylmethylsilane,288.15,1,C=CC([SiH3])(C=C)C=C,wang11
Cyclohexylmethyldichlorosilane,355.15,1,Cl[SiH](Cl)CC1CCCCC1,wang11
"1-(Trimethylsiloxy)-1,3-butadiene",298.15,1,C=CC=CO[Si](C)(C)C,wang11
2-Chloromethyl-3-trimethylsilyl-1-propene,316.15,1,C=C(CCl)C[Si](C)(C)C,wang11
n-Heptyltrichlorosilane,337.15,1,CCCCCCC[Si](Cl)(Cl)Cl,wang11
n-Hexylmethyldichlorosilane,358.15,1,CCCCCC[Si](C)(Cl)Cl,wang11
Vinylmethyldiethoxysilane,289.15,1,C=CC[SiH](OCC)OCC,wang11
N-(Trimethylsilyl)morpholine,300.15,1,C[Si](C)(C)N1CCOCC1,wang11
t-Butoxytrimethylsilane,287.15,1,CC(C)(C)O[Si](C)(C)C,wang11
Vinylpentamethyldisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,wang11
(1-Methoxy-2-propoxy)trimethylsilane,293.15,1,COCC(C)O[Si](C)(C)C,wang11
Methyltriethoxysilane,297.15,1,CCO[Si](C)(OCC)OCC,wang11
(Diethylamino)trimethylsilane,283.15,1,CCN(CC)[Si](C)(C)C,wang11
Bis(trimethylsilyl)methane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,wang11
Heptamethyldisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,wang11
Phenylethyldichlorosilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,wang11
Tetravinylsilane,291.15,1,C=C[Si](C=C)(C=C)C=C,wang11
Phenyldimethylsilane,311.15,1,C[SiH](C)c1ccccc1,wang11
Cyclopentadienyltrimethylsilane,302.15,1,C[Si](C)(C)C1C=CC=C1,wang11
(Cyclopentenyloxy)trimethylsilane,311.15,1,C[Si](C)(C)OC1=CCCC1,wang11
"(2,4-Pentadienyl)trimethylsilane",291.15,1,C=CC=CC[Si](C)(C)C,wang11
n-Octyltrichlorosilane,369.15,1,CCCCCCCC[Si](Cl)(Cl)Cl,wang11
n-Heptylmethyldichlorosilane,339.15,1,CCCCCCC[Si](C)(Cl)Cl,wang11
Tetramethyldivinyldisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,wang11
Triethylacetoxysilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],wang11
Vinyltriethoxysilane,307.15,1,C=C[Si](OCC)(OCC)OCC,wang11
"1,3-Divinyltetramethyldisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,wang11
Diethyldiethoxysilane,316.15,1,CCO[Si](CC)(CC)OCC,wang11
Tetraethoxysilane,323.15,1,CCO[Si](OCC)(OCC)OCC,wang11
Tetraethylsilane,305.15,1,CC[Si](CC)(CC)CC,wang11
Aminoethylaminopropyltrimethoxysilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,wang11
Tetramethyldiethoxysiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,wang11
Octamethyltrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
Octamethylcyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11
Octamethylcyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,wang11
Tetrakisdimethylsiloxysilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,wang11
p-Chlorophenyltrimethylsilane,322.15,1,C[Si](C)(C)c1ccc(Cl)cc1,wang11
Phenyltrimethoxysilane,358.15,1,CO[Si](OC)(OC)c1ccccc1,wang11
Trimethylphenylsilane,313.15,1,C[Si](C)(C)c1ccccc1,wang11
Cyclohexylmethyldimethoxysilane,343.15,1,CO[SiH](CC1CCCCC1)OC,wang11
 Hexyltrimethoxysilane,335.15,1,CCCCCC[Si](OC)(OC)OC,wang11
Triisopropylsilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,wang11
Tri-n-propylsilane,316.15,1,CCC[SiH](CCC)CCC,wang11
 Propyltris(dimethylsiloxy)silane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,wang11
 Benzyltrimethylsilane,335.15,1,C[Si](C)(C)Cc1ccccc1,wang11
3-Methacryloxypropyltrimethoxysilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,wang11
1-Heptynyltrimethylsilane,315.15,1,CCCCCC#C[Si](C)(C)C,wang11
 n-Octyldimethylchlorosilane,370.15,1,CCCCCCCC[Si](C)(C)Cl,wang11
 Bis(diethylamino)dimethylsilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,wang11
 Decamethyltetrasiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
 Decamethylcyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11
"2-(3,4-epoxycyclohexyl)ethyltrimethoxysilane",419.15,1,CO[Si](CCC1CCC2OC2C1)(OC)OC,wang11
 n-Decylmethyldichlorosilane,393.15,1,CCCCCCCCCC[Si](C)(Cl)Cl,wang11
 Vinyltriethylsilane,318.15,1,C=C[Si](CC)(CC)CC,wang11
 Diphenyldichlorosilane,415.15,1,Cl[Si](Cl)(c1ccccc1)c1ccccc1,wang11
 Phenyltriethoxysilane,393.15,1,CCO[Si](OCC)(OCC)c1ccccc1,wang11
 Diphenylsilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,wang11
 Tetramethyltetravinylcyclotetrasilane,385.15,1,C=C[Si]1(C)[Si](C)(C=C)[Si](C)(C=C)[Si]1(C)C=C,wang11
 n-Dodecyltrichlorosilane,435.15,1,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,wang11
 Tetra-n-propoxysilane,368.15,1,CCCO[Si](OCCC)(OCCC)OCCC,wang11
 Hexaethyldisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,wang11
 Dodecamethylpentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
 Dodecamethylcyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,wang11
Methyldiphenylchlorosilane,411.15,1,C[Si](Cl)(c1ccccc1)c1ccccc1,wang11
n-Dodecylmethyldichlorosilane,416.15,1,CCCCCCCCCCCC[Si](C)(Cl)Cl,wang11
Diphenyldimethoxysilane,394.15,1,CO[Si](OC)(c1ccccc1)c1ccccc1,wang11
Octyltriethoxysilane,373.15,1,CCCCCCCC[Si](OCC)(OCC)OCC,wang11
Tetradecamethylhexasiloxane,375.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
Hexadecamethylheptasiloxane,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
Octadecamethyloctasiloxane,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,wang11
Vinyltris(methoxyethoxy)silane,353.15,1,C=C[Si](OCCOC)(OCCOC)OCCOC,wang11
Trimethyl(vinyloxy)silane,263.15,1,C=CO[Si](C)(C)C,wang11
Trichloro(3-cyanopropyl) Silane,365.15,1,N#CCCC[Si](Cl)(Cl)Cl,wang11
Trichloro(2-phenylethyl)silane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,wang11
"Chlorodimethyl(3,3,3-trifluoropropyl) silane",293.15,1,C[Si](C)(Cl)CCC(F)(F)F,wang11
Vinylmethylbis (trimethylsiloxy) silane,324.15,1,C=CC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,wang11
Trichloro(Chloromethyl) silane,342.15,1,ClC[Si](Cl)(Cl)Cl,wang11
Dimethyl(pentafluorophenyl) silane,313.15,1,C[SiH](C)c1c(F)c(F)c(F)c(F)c1F,wang11
Trichloro(p-chlorophenyl)silane,397.05,1,Clc1ccc([Si](Cl)(Cl)Cl)cc1,wang11
Trisilane,273.15,1,[SiH3][SiH2][SiH3],wang11
Trichlorononylsilane,387.15,1,[SiH3]CCCCCCCCC(Cl)(Cl)Cl,wang11
Dichloroethylsilane,263.75,1,[SiH3]CC(Cl)Cl,wang11
Trichloro(dichlorophenyl)silane,419.15,1,Clc1cccc([Si](Cl)(Cl)Cl)c1Cl,wang11
Tris(trimethylsilyl)silane,328.15,1,C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,wang11
Tris(trimethylsiloxy)silane,323.15,1,C[Si](C)(C)O[SiH](O[Si](C)(C)C)O[Si](C)(C)C,wang11
Hexadecyltrichlorosilane,427.15,1,CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl,wang11
Dichlorosilane,236.15,1,Cl[SiH2]Cl,wang11
Methyldichlorosilane,241.15,1,C[SiH](Cl)Cl,wang11
Iodotrimethylsilane,288.15,1,C[Si](C)(C)I,wang11
Dimethyldichlorosilane,257.15,1,C[Si](C)(Cl)Cl,wang11
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,wang11
Trimethylsilane,204.15,1,C[SiH](C)C,wang11
 Dimethylvinylchlorosilane,268.15,1,CC(C)=C[SiH2]Cl,wang11
"1,3-Dichlorotetramethyldisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,wang11
"1,1,3,3-Tetramethyldisiloxane",251.15,1,C[SiH](C)O[SiH](C)C,wang11
 Tetramethyldisilazane,284.15,1,CN([SiH3])[Si](C)(C)C,wang11
 Allyldimethylchlorosilane,278.15,1,C=CC[Si](C)(C)Cl,wang11
 sec-Amyltrichlorosilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,wang11
 n-Butylmethyldichlorosilane,303.15,1,CCCC[Si](C)(Cl)Cl,wang11
 Bis(dimethylamino)methylsilane,270.15,1,CN(C)C([SiH3])N(C)C,wang11
 Phenyltrichlorosilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,wang11
Dimethyldiacetoxysilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,wang11
1-Trimethylsilylpropyne,270.15,1,CC#C[Si](C)(C)C,wang11
Vinyldimethylethoxysilane,277.15,1,C=C[Si](C)(C)OCC,wang11
Allyloxytrimethylsilane,273.15,1,C=CCO[Si](C)(C)C,wang11
Allyltrimethoxysilane,319.15,1,C=CC[Si](OC)(OC)OC,wang11
3-Chloropropyltrimethoxysilane,348.15,1,CO[Si](CCCCl)(OC)OC,wang11
n-Propyltrimethoxysilane,298.15,1,CCC[Si](OC)(OC)OC,wang11
Hexamethyldisiloxane,270.15,1,C[Si](C)(C)O[Si](C)(C)C,wang11
Hexamethyldisilane,272.15,1,C[Si](C)(C)[Si](C)(C)C,wang11
Vinyldiethylmethylsilane,288.15,1,C=C[Si](C)(CC)CC,wang11
Isobutyltrimethoxysilane,315.15,1,CO[Si](CC(C)C)(OC)OC,wang11
Phenyldimethylchlorosilane,334.15,1,C[Si](C)(Cl)c1ccccc1,wang11
"(N,N-Dimethylamino)triethylsilane",299.15,1,CC[Si](CC)(CC)N(C)C,wang11
Vinyltriacetoxysilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,wang11
Ethyltriacetoxysilane,377.15,1,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,wang11
3-(Trimethylsilyl)cyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,wang11
Vinyltriethylsilane,298.15,1,C=C[Si](CC)(CC)CC,wang11
n-Octylsilane,309.15,1,CCCCCCCC[SiH3],wang11
Methylphenyldimethoxysilane,349.15,1,CO[Si](C)(OC)c1ccccc1,wang11
2-Cyanoethyltriethoxysilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,wang11
3-Glycidoxypropyltrimethoxysilane,383.15,1,CO[Si](CCCOCC1CO1)(OC)OC,wang11
 Di-t-butylmethylchlorosilane,342.15,1,CC(C)(C)[Si](C)(Cl)C(C)(C)C,wang11
Tri-n-propylchlorosilane,349.15,1,CCC[Si](Cl)(CCC)CCC,wang11
 (Diisopropylamino)trimethylsilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,wang11
1-Chlorononamethyltetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,wang11
 Tristrimethylsiloxymethylsilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,wang11
Diphenylmethylsilane,393.15,1,[SiH3]C(c1ccccc1)c1ccccc1,wang11
Trimethyl[(1-methylethenyl)oxy]silane,272.15,1,C=C(C)O[Si](C)(C)C,wang11
"Dichloromethyl-3,3,3-trifluoropropylsilane",288.15,1,FC(F)(F)CC[SiH2]C(Cl)Cl,wang11
[2-(chloromethoxy)ethyl]trimethylsilane,319.15,1,C[Si](C)(C)CCOCCl,wang11
Triphenylsilane,416.35,1,c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,wang11
Trichlorosilane,245.15,1,Cl[SiH](Cl)Cl,wang11
HEXAMETHYLDISILAZANE,284.15,1,C[Si](C)(C)N[Si](C)(C)C,dippr
HEXAMETHYLDISILOXANE,271.15,1,C[Si](C)(C)O[Si](C)(C)C,dippr
HEXAMETHYLCYCLOTRISILOXANE,308.15,1,O1[Si](C)(C)O[Si](C)(C)O[Si]1(C)(C),dippr
DODECAMETHYLPENTASILOXANE,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr
METHYL VINYL DICHLOROSILANE,276.15,1,C=C[Si](C)(Cl)Cl,dippr
[3-(MERCAPTO)PROPYL]TRIETHOXYSILANE,360.93,1,[Si](OCC)(OCC)(OCC)CCCS,dippr
3-(TRIMETHOXYSILYL)-1-PROPANETHIOL,347.0,1,[Si](OC)(OC)(OC)CCCS,dippr
OCTAMETHYLCYCLOTETRASILOXANE,330.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr
OCTAMETHYLTRISILOXANE,308.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr
OCTADECAMETHYLOCTASILOXANE,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr
TETRAETHYL SILANE,305.15,1,CC[Si](CC)(CC)CC,dippr
HEXADECAMETHYLHEPTASILOXANE,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr
TETRAETHOXYSILANE,324.82,1,[Si](OCC)(OCC)(OCC)OCC,dippr
gamma-AMINOPROPYLTRIETHOXYSILANE,369.26,1,[Si](OCC)(OCC)(OCC)CCCN,dippr
HEXADECAMETHYLCYCLOOCTASILOXANE,405.0,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr
EICOSAMETHYLNONASILOXANE,432.04,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),dippr
HEXACOSAMETHYLDODECASILOXANE,471.0,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),dippr
METHYL DICHLOROSILANE,241.15,1,C[SiH](Cl)Cl,dippr
METHYL TRICHLOROSILANE,276.15,1,C[Si](Cl)(Cl)Cl,dippr
VINYLTRICHLOROSILANE,283.15,1,C=C[Si](Cl)(Cl)Cl,dippr
METHYL SILICATE,294.15,1,CO[Si](OC)(OC)OC,dippr
"[3-(2,3-EPOXYPROXY)PROPYL]TRIMETHOXYSILANE",408.15,1,CO[Si](OC)(OC)CCCOCC1CO1,dippr
3-CHLOROPROPYLTRICHLOROSILANE,357.15,1,C(Cl)CC[Si](Cl)(Cl)Cl,dippr
METHYLTRIACETOXYSILANE,358.15,1,[Si](C)(OC(=O)C)(OC(=O)C)OC(=O)C,dippr
ETHYLTRIACETOXYSILANE,377.15,1,[Si](CC)(OC(=O)C)(OC(=O)C)OC(=O)C,dippr
(3-GLYCIDOXYPROPYL)METHYLDIETHOXYSILANE,401.15,1,O1CC1COCCC[Si](OCC)(OCC)C,dippr
"(3,3,3-TRIFLUOROPROPYL)METHYLDICHLOROSILANE",307.85,1,FC(CC[Si](Cl)(Cl)C)(F)F,dippr
DIMETHYLCHLOROSILANE,245.15,1,C[SiH](C)(Cl),dippr
TRIMETHYLCHLOROSILANE,245.0,1,C[Si](C)(Cl)C,dippr
DIMETHYLDICHLOROSILANE,264.15,1,C[Si](C)(Cl)Cl,dippr
DECAMETHYLCYCLOPENTASILOXANE,350.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr
DODECAMETHYLCYCLOHEXASILOXANE,366.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr
ETHYLTRICHLOROSILANE,288.15,1,CC[Si](Cl)(Cl)Cl,dippr
DICHLORODIETHYLSILANE,297.15,1,CC[Si](Cl)(Cl)CC,dippr
